bathrooms,bedrooms,condition,date,floors,grade,id,lat,long,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,zipcode
2.75,4,3,20150429T000000,2,8,0255470030,47.7748,-122.244,619990,2630,0,2630,2380,4501,4599,0,0,2015,0,98028
2.5,4,3,20150312T000000,2,7,0629650030,47.2599,-122.256,317500,2233,0,2233,1544,6025,6036,0,0,2012,0,98001
2.75,4,3,20140828T000000,2,7,3574770030,47.7401,-122.226,564950,2990,0,2990,2580,4521,7539,0,0,2014,0,98028
1.25,2,3,20140611T000000,2,8,7589700055,47.6884,-122.374,545000,1240,0,1240,1340,2150,5289,0,0,2014,0,98117
2.5,3,3,20150501T000000,2,7,3832050570,47.3359,-122.055,333700,2230,0,2230,2260,5050,5050,0,0,2006,0,98042
3.25,3,3,20140711T000000,2,11,5167000140,47.6653,-122.205,1.48e+006,2280,1420,3700,3930,2264,2567,0,0,1998,0,98033
3,4,3,20150408T000000,2,8,9578060370,47.7727,-122.237,530000,2290,0,2290,2450,5105,5105,0,0,2012,0,98028
1.5,2,3,20150413T000000,3,8,2767604253,47.6714,-122.382,396000,950,0,950,1290,865,1189,0,0,2006,0,98107
1.75,2,3,20141016T000000,2,7,8562780800,47.5325,-122.072,305000,1120,0,1120,1150,758,758,0,0,2012,0,98027
3.5,5,3,20140522T000000,2,7,0603000926,47.5241,-122.285,380000,2420,0,2420,1430,4670,4468,0,0,2013,0,98118
2.5,4,3,20150303T000000,2,8,6817750510,47.429,-122.189,305000,1714,0,1714,1714,3250,3250,0,0,2010,0,98055
2.5,4,3,20140928T000000,2,7,0423059409,47.5073,-122.168,440000,2230,0,2230,1590,5650,7241,0,0,2011,0,98056
3,4,3,20140627T000000,2,7,0522049074,47.431,-122.335,459000,2530,0,2530,1420,10000,9898,0,0,2013,0,98148
3.5,3,3,20150306T000000,2,8,1934800193,47.6034,-122.309,530000,1160,390,1550,1490,1233,1539,0,0,2005,0,98122
2.75,4,3,20150416T000000,2,8,0847100046,47.4865,-122.143,600000,3110,0,3110,2610,11225,8535,0,0,2012,0,98059
3,3,3,20140718T000000,2,8,1250200693,47.5973,-122.298,515000,1660,440,2100,1900,2409,2400,0,0,2008,0,98144
2.5,4,3,20150408T000000,2,8,7338220200,47.3363,-122.215,275000,2150,0,2150,2150,3721,3721,0,0,2007,0,98002
1.75,3,3,20150112T000000,2,8,1982201596,47.6646,-122.367,540000,1020,610,1630,1420,1404,1670,0,0,2014,0,98107
2.5,3,3,20140805T000000,2,7,7853270830,47.5439,-121.88,445000,2230,0,2230,2310,7934,4818,0,0,2005,0,98065
2.5,3,3,20150407T000000,3,7,9352900200,47.5202,-122.357,285000,1320,0,1320,1300,955,1003,0,0,2009,0,98106
2.5,3,3,20140731T000000,2,8,8850000517,47.5893,-122.309,480000,1060,530,1590,1620,1431,1548,0,0,2010,0,98144
3.25,5,3,20150120T000000,2,8,3395070560,47.535,-122.284,440000,2080,530,2610,1750,3642,3118,0,0,2005,0,98118
2.5,3,3,20150211T000000,2,7,7211400576,47.5123,-122.358,287450,1440,0,1440,1440,2500,5000,0,0,2008,0,98146
2.5,4,3,20150401T000000,2,9,5169700132,47.5079,-122.158,507950,2630,0,2630,2630,6283,7210,0,0,2006,0,98059
3.5,3,3,20140619T000000,2,10,3204960200,47.537,-122.185,750000,3040,350,3390,3290,10078,12332,0,0,2012,0,98056
1.5,3,3,20140703T000000,3,8,8024200681,47.6989,-122.317,425000,1400,0,1400,1270,1022,1205,0,0,2007,0,98115
3.5,3,3,20141202T000000,2,8,9358000550,47.5675,-122.369,420000,1520,380,1900,1530,2133,3264,0,0,2009,0,98126
2.5,3,3,20140510T000000,3,8,7625702444,47.5491,-122.387,394950,1270,80,1350,1350,1250,886,0,0,2006,0,98136
3.25,4,3,20140711T000000,2,9,7853370260,47.517,-121.876,635000,3030,390,3420,3010,6752,5172,2,0,2012,0,98065
2.5,3,3,20150506T000000,2,7,0522079068,47.4178,-121.937,513000,1330,820,2150,2400,161607,207781,0,0,1995,0,98038
2.5,4,3,20150505T000000,2,8,3023000200,47.356,-122.057,380000,2110,0,2110,2250,5306,5306,0,0,2012,0,98038
3.25,4,3,20140521T000000,1,10,3758900023,47.699,-122.207,1.13e+006,2680,1130,3810,3240,8519,10748,1,0,2007,0,98033
3,5,3,20140608T000000,2,8,6204050160,47.7449,-122.192,540000,2090,780,2870,2640,4369,4610,0,0,2007,0,98011
2.25,2,3,20150427T000000,2,7,8562780200,47.5321,-122.073,352499,1150,90,1240,1240,705,750,0,0,2009,0,98027
3.5,4,3,20150505T000000,2,9,7702600949,47.4283,-122.102,603000,2370,1240,3610,3010,6345,29279,0,0,2008,0,98058
2.5,4,3,20140530T000000,2,9,3442000127,47.7039,-122.36,685000,2310,0,2310,1260,5100,5100,0,0,2013,0,98177
3,4,3,20140626T000000,1,7,0255550070,47.7457,-121.985,330675,1200,730,1930,1930,3031,2611,0,0,2006,0,98019
3,3,3,20140605T000000,2,7,7165700200,47.5323,-122.281,275000,1140,250,1390,1450,1080,1081,0,0,2006,0,98118
2.5,3,3,20140716T000000,2,7,8096800270,47.3771,-122.186,259950,1578,0,1578,1850,7340,7200,0,0,2010,0,98030
2,3,3,20140729T000000,1,9,4046500160,47.6927,-121.92,441000,1720,0,1720,1900,15000,15337,0,0,2011,0,98014
3.75,5,3,20141203T000000,2,10,7882600326,47.6624,-122.197,1.135e+006,2930,1770,4700,3180,11237,13140,0,0,2006,0,98033
3.5,3,3,20141205T000000,2,8,9122001230,47.5816,-122.296,590000,1680,290,1970,1940,5079,6000,0,0,2007,0,98144
2.25,3,3,20140918T000000,2,8,6373000187,47.5774,-122.412,497000,1050,410,1460,1690,1353,3776,0,0,2012,0,98116
2.5,3,3,20141121T000000,2,8,7967000200,47.3518,-122.275,345500,1930,0,1930,2050,4000,4000,0,0,2014,0,98001
2.25,3,3,20140623T000000,2,8,2902200241,47.6371,-122.327,562500,1000,300,1300,1300,907,1169,0,0,2006,0,98102
2.25,3,3,20140904T000000,2,7,0291310390,47.5339,-122.067,355000,1300,145,1445,1410,1087,1336,0,0,2005,0,98027
2.25,2,3,20140905T000000,2,9,1604601572,47.5663,-122.29,345000,860,0,860,1100,696,3000,0,0,2009,0,98118
2.5,3,3,20140505T000000,2,9,0259500270,47.51,-122.185,478000,3040,0,3040,2670,4535,4666,0,0,2007,0,98056
2.5,3,3,20150402T000000,2,9,3166900270,47.3512,-122.135,391500,2424,0,2424,2381,6143,6036,0,0,2014,0,98030
1.5,2,3,20150412T000000,2,7,2926049582,47.7117,-122.326,265000,1084,0,1084,1084,3427,6250,0,0,1976,0,98125
2.5,3,3,20141030T000000,2,8,3438503230,47.5374,-122.357,395000,2510,0,2510,1820,5320,5736,0,0,2005,0,98106
1.5,2,3,20140727T000000,3,7,2827100075,47.7348,-122.347,286308,1220,0,1220,1210,1036,659,0,0,2006,0,98133
2.25,2,3,20140527T000000,2,7,1702900624,47.5592,-122.284,370000,1080,200,1280,1280,835,1246,0,0,2009,0,98118
3.5,5,3,20140923T000000,2,9,2856100935,47.6764,-122.392,1.079e+006,2860,880,3740,1520,5610,4590,0,0,2014,0,98117
2.5,3,3,20141015T000000,2,7,0301401620,47.3451,-122.209,298900,1852,0,1852,2475,4000,4000,0,0,2014,0,98002
2.5,4,3,20150421T000000,2,9,3630200520,47.5416,-121.994,775000,2580,0,2580,2580,5787,4410,0,0,2007,0,98029
3.5,4,3,20140624T000000,2,9,0323079065,47.501,-121.902,790000,3190,0,3190,3000,31450,72745,0,0,2010,0,98027
2.5,3,3,20140827T000000,2,8,7172200125,47.6843,-122.305,1.05e+006,2300,1100,3400,1740,5119,5969,0,0,2014,0,98115
1.5,2,3,20140708T000000,2,7,3057000400,47.717,-122.19,249000,1090,0,1090,1160,2686,2158,0,0,1982,0,98034
2,3,3,20140929T000000,1,8,3022900070,47.3564,-122.198,348000,2360,0,2360,2304,6145,5880,0,0,2011,0,98030
2.5,5,3,20141114T000000,2,8,9406710060,47.3658,-122.037,358000,2460,0,2460,2210,5604,6395,0,0,2011,0,98038
2.5,5,3,20140625T000000,2,7,3353401070,47.2671,-122.256,260000,2025,0,2025,1664,7760,9000,0,0,2007,0,98001
3,4,3,20140604T000000,2,9,7853280570,47.5392,-121.861,765000,3400,1010,4410,4390,5104,5537,0,0,2006,0,98065
2.5,3,3,20140528T000000,2,9,6192410550,47.7065,-122.118,739000,2810,0,2810,2870,5400,5400,0,0,2005,0,98052
3.5,5,3,20140505T000000,2,10,8562710520,47.5396,-122.073,890000,3200,1290,4490,4530,6000,6000,0,0,2006,0,98027
2.5,4,3,20140607T000000,2,9,1543000060,47.4487,-122.205,462000,3070,0,3070,2910,6432,5106,0,0,2006,0,98055
2.5,4,3,20140708T000000,1,8,9536600810,47.36,-122.318,380000,1564,420,1984,1390,32400,9152,0,0,1962,0,98198
3.5,5,3,20150511T000000,2,10,5428000070,47.3574,-122.318,770000,3350,1400,4750,2160,8234,14496,2,0,2013,0,98198
3.25,4,3,20140818T000000,2,8,2309000060,47.5286,-122.187,641000,1900,860,2760,2760,4104,5186,0,0,2014,0,98056
4,4,3,20150417T000000,2.5,10,8043700105,47.5724,-122.104,2.3e+006,3940,420,4360,2670,8175,8525,4,1,2007,0,98008
2.5,4,3,20150504T000000,1.5,8,7792000140,47.1967,-121.966,369000,3060,0,3060,1760,27251,27251,0,0,2008,0,98022
3,4,3,20140916T000000,2,9,5244801550,47.6435,-122.354,1.112e+006,2180,590,2770,1820,2650,2960,0,0,2014,0,98109
2.5,5,3,20140828T000000,2,8,9310300160,47.7384,-122.348,357000,2990,0,2990,1970,9240,18110,0,0,2015,0,98133
2.75,3,3,20141126T000000,2,8,6762700376,47.6298,-122.321,650000,1230,310,1540,1540,1251,1287,0,0,2002,0,98102
2.5,3,3,20140625T000000,3.5,8,1972200428,47.6534,-122.355,563500,1400,0,1400,1350,1312,1312,0,0,2007,0,98103
2.5,3,3,20140617T000000,2,7,7304301231,47.7484,-122.322,345000,1680,0,1680,1230,2229,9300,0,0,2007,0,98155
2,3,3,20140725T000000,1,9,9512200140,47.4593,-122.136,479950,2260,0,2260,2340,7163,6730,0,0,2012,0,98058
3.5,4,3,20140513T000000,2,9,7853400260,47.5169,-121.884,660000,3400,0,3400,3170,5196,5260,0,0,2012,0,98065
2.5,4,3,20140729T000000,2,9,0097600140,47.5424,-122.12,800000,2760,170,2930,3230,5000,5778,0,0,2007,0,98006
2,3,3,20140724T000000,1,7,2822059360,47.3689,-122.175,253101,1239,0,1239,2060,6036,5746,0,0,2009,0,98030
3.5,3,3,20140929T000000,2,9,6056110200,47.562,-122.292,555000,1450,650,2100,1800,2479,2457,0,0,2011,0,98118
1,4,3,20140626T000000,1.5,7,6300000226,47.7076,-122.342,240000,1200,0,1200,1130,2171,1598,0,0,1933,0,98133
1,4,3,20150504T000000,1.5,7,6300000226,47.7076,-122.342,380000,1200,0,1200,1130,2171,1598,0,0,1933,0,98133
1.5,2,3,20141117T000000,2,7,9524100196,47.695,-122.343,239000,680,0,680,690,772,1059,0,0,2005,0,98103
3.25,4,3,20150318T000000,2,9,3013300685,47.532,-122.384,760000,2060,630,2690,1810,3995,4590,0,0,2014,0,98136
2.5,4,3,20140826T000000,2,8,2619950070,47.7327,-121.966,430000,2750,0,2750,2750,7200,7200,0,0,2011,0,98019
2.5,3,3,20140522T000000,2,8,7203110240,47.6942,-122.016,660000,2450,0,2450,2450,4332,4154,0,0,2010,0,98053
2.5,4,3,20140820T000000,2,8,7694200350,47.5017,-122.34,399963,2620,0,2620,2030,4050,3944,0,0,2014,0,98146
2,2,3,20140718T000000,2,9,0007600136,47.6023,-122.314,411000,800,330,1130,1350,1148,1201,0,0,2007,0,98122
2.75,4,3,20140627T000000,2,8,1442880160,47.4827,-121.773,483453,2790,0,2790,2620,5527,5509,0,0,2014,0,98045
2,3,3,20141110T000000,3,9,3277801580,47.5432,-122.376,469950,1820,0,1820,1710,1357,1372,0,0,2014,0,98126
2.75,4,3,20140715T000000,2,8,1442880640,47.4841,-121.772,504058,2910,0,2910,2790,7467,7868,0,0,2013,0,98045
2.5,4,3,20150428T000000,2,9,3845101070,47.2596,-122.194,425996,2568,0,2568,2547,5000,4500,0,0,2014,0,98092
2.75,4,3,20140708T000000,2,9,6791900260,47.6057,-122.047,760005,3090,0,3090,2960,5859,5250,0,0,2010,0,98074
2,2,3,20150420T000000,2,8,9828702339,47.6205,-122.299,699999,950,510,1460,1580,1085,1202,0,0,2014,0,98112
2.5,3,3,20140716T000000,2,8,2255500125,47.6088,-122.311,749950,1340,670,2010,1500,2263,2670,0,0,2014,0,98122
2.5,4,3,20140708T000000,2,8,5541300135,47.6951,-122.346,674600,2610,0,2610,1190,5140,5101,0,0,2006,0,98103
1.5,2,3,20150224T000000,2,8,4083306616,47.6489,-122.335,450000,920,40,960,1200,1000,1297,0,0,2008,0,98103
2.5,3,3,20150407T000000,2,7,8096800260,47.3774,-122.186,272000,1528,0,1528,1850,7616,7340,0,0,2011,0,98030
1.5,2,3,20140714T000000,2,8,2997800024,47.5772,-122.409,450000,1120,190,1310,1330,1264,1265,0,0,2006,0,98106
2.25,3,3,20150505T000000,3,9,0952005863,47.5633,-122.385,643950,1760,0,1760,1420,2122,1618,0,0,2015,0,98116
2.5,3,3,20141110T000000,2,8,7772850060,47.7731,-122.343,290000,1310,110,1420,1180,3542,1622,0,0,2007,0,98133
2.5,3,3,20141008T000000,3,8,6130500070,47.7108,-122.332,378000,1650,0,1650,1650,2082,1965,0,0,2007,0,98133
2.5,3,3,20140619T000000,1,8,8682300400,47.7158,-122.016,728050,2320,0,2320,1680,6775,4750,0,0,2008,0,98053
2.5,4,3,20150426T000000,2,9,8956200990,47.2904,-122.264,499160,2628,0,2628,2849,11466,10909,0,0,2014,0,98001
2.5,4,3,20141201T000000,2,8,9532000070,47.7711,-122.168,536000,2520,0,2520,2430,4831,3937,0,0,2009,0,98072
3.5,5,3,20150205T000000,2,8,7570050070,47.3455,-122.023,419900,2260,620,2880,2590,5000,4800,0,0,2012,0,98038
2.25,3,3,20141210T000000,3,7,0946000295,47.6908,-122.365,469000,1440,0,1440,1180,1362,2603,0,0,2014,0,98117
2.5,3,3,20150408T000000,2,9,3831250350,47.3573,-122.202,374000,2185,0,2185,2297,6042,5876,0,0,2009,0,98030
1.5,4,3,20140728T000000,2,7,6056100160,47.5669,-122.297,182568,1500,0,1500,1490,2106,2175,0,0,2014,0,98108
2.5,3,3,20140626T000000,2,9,1402970070,47.3307,-122.188,334888,1769,0,1769,2502,7324,6017,0,0,2012,0,98092
4,4,3,20140917T000000,2,9,2524059267,47.5442,-122.116,799900,3330,320,3650,3220,18223,11022,3,0,2013,0,98006
2.5,4,3,20140512T000000,2,8,8091670030,47.3494,-122.042,383000,2160,0,2160,2160,6223,5555,0,0,2010,0,98038
2.5,3,3,20141218T000000,2,7,1825079046,47.6539,-121.959,580000,1820,0,1820,1870,374616,220654,0,0,1999,0,98014
2.5,3,3,20140707T000000,2,8,0255450390,47.3706,-122.017,351999,2370,0,2370,2370,4200,4200,0,0,2014,0,98038
3,3,3,20150223T000000,2,11,9301300270,47.6377,-122.342,1.325e+006,2240,940,3180,2420,2758,2758,2,0,2008,0,98109
2.5,3,3,20150125T000000,2,8,9347300160,47.3568,-122.056,312000,1780,0,1780,1970,4077,4077,0,0,2011,0,98038
3.5,4,3,20140912T000000,2,8,0710600070,47.5381,-122.046,674950,2230,420,2650,2330,3127,3137,0,0,2011,0,98027
2.75,5,3,20141229T000000,2,10,5556300116,47.6467,-122.118,1.105e+006,3300,0,3300,3150,7560,8580,0,0,2007,0,98052
2.5,2,3,20150313T000000,3,8,1324300126,47.6543,-122.358,415000,1160,0,1160,1320,1219,2800,0,0,2007,0,98107
3,3,3,20140710T000000,2,10,9279700013,47.5858,-122.393,1.25e+006,2850,610,3460,2460,5353,6325,0,0,2007,0,98116
2.5,3,3,20140919T000000,2,7,3336500140,47.5298,-122.269,208800,1390,0,1390,1390,2450,2450,0,0,2009,0,98118
2.5,2,3,20141029T000000,3,8,2767604212,47.6715,-122.384,452000,1260,0,1260,1490,1131,2500,0,0,2006,0,98107
2.75,5,3,20150422T000000,2,8,6719600030,47.6879,-122.107,837000,2760,180,2940,3090,5225,6261,0,0,2010,0,98052
3.5,5,3,20150224T000000,2,8,3204930510,47.7016,-122.103,780000,2430,760,3190,2580,4247,3989,0,0,2013,0,98052
3.5,4,3,20141002T000000,2,10,7582700075,47.6646,-122.28,1.485e+006,3310,620,3930,3390,6120,6120,0,0,2007,0,98105
3.75,5,3,20140926T000000,2,10,0191100435,47.5639,-122.223,1.6e+006,3570,0,3570,1760,10125,10125,0,0,2014,0,98040
2.5,3,3,20140918T000000,2,8,0255450030,47.371,-122.018,369946,2420,0,2420,2370,4725,4200,0,0,2014,0,98038
2.75,3,3,20140608T000000,2,9,9476200710,47.4878,-122.191,530000,2470,930,3400,1580,7200,8676,2,0,2009,0,98056
2.5,4,3,20150320T000000,2,8,1329300070,47.3524,-122.175,386000,2478,0,2478,2279,6079,6079,0,0,2012,0,98030
2.5,4,3,20150218T000000,2,11,0357000135,47.593,-122.291,1.9e+006,1970,1100,3070,2440,7830,4682,2,0,2009,0,98144
3.5,4,3,20140911T000000,2,9,7203600560,47.3443,-122.327,735000,2500,700,3200,2240,7605,4416,2,0,2013,0,98198
3.25,5,3,20141002T000000,2,10,0715010140,47.538,-122.114,1.75e+006,4430,1360,5790,5790,12739,13928,3,0,2014,0,98006
2.25,3,3,20150223T000000,3,8,3869900138,47.5402,-122.387,489950,1590,0,1590,1640,926,1321,0,0,2014,0,98136
3,3,3,20150413T000000,2,8,2114700374,47.5344,-122.348,357500,1440,290,1730,1370,1442,1524,0,0,2008,0,98106
2.5,4,3,20140520T000000,2,8,9264450550,47.2599,-122.283,329995,2303,0,2303,2303,3680,3760,0,0,2013,0,98001
2.5,3,3,20140925T000000,2,8,3862710200,47.534,-121.841,414000,1790,0,1790,1800,3754,3393,0,0,2013,0,98065
3.5,3,3,20141210T000000,2,8,0291310310,47.5341,-122.067,533500,1720,770,2490,1600,3517,2378,0,0,2005,0,98027
2.5,4,3,20150305T000000,2,9,3814900260,47.3262,-122.165,402395,2669,0,2669,2669,5385,4645,0,0,2014,0,98092
3.25,4,3,20150410T000000,2,10,8562790710,47.5322,-122.076,725000,2160,450,2610,2610,2552,2664,0,0,2008,0,98027
5.25,6,3,20140828T000000,2,11,3425069117,47.6094,-122.023,1.275e+006,4040,2120,6160,4225,27490,9100,0,0,2007,0,98074
1.75,2,3,20140917T000000,2,8,2895800640,47.5171,-122.346,239800,1290,0,1290,1410,1493,1875,0,0,2014,0,98106
3.5,5,3,20140904T000000,2,8,3438500253,47.5542,-122.359,616950,2810,750,3560,2910,5008,5026,0,0,2013,0,98106
3.25,4,3,20141001T000000,2,11,3630200340,47.5408,-121.994,1.258e+006,3400,960,4360,4310,6000,6000,3,0,2007,0,98027
2.25,3,3,20140617T000000,2,8,2770601769,47.6519,-122.384,435000,1080,150,1230,1230,1238,953,0,0,2009,0,98199
3.25,4,3,20140815T000000,2,10,2225069036,47.6328,-122.016,925000,3640,0,3640,2900,60086,51721,0,0,2005,0,98074
2.5,2,3,20150428T000000,3,8,9525600030,47.6704,-122.358,631500,1780,0,1780,2050,2493,4400,0,0,1981,0,98107
1.5,3,3,20150330T000000,3,8,0993002108,47.6907,-122.342,399995,1140,0,1140,1230,1069,1276,0,0,2005,0,98103
2,3,3,20140506T000000,3,8,0993000327,47.6937,-122.342,369950,1270,0,1270,1370,1320,1320,0,0,2006,0,98103
3.5,5,3,20150423T000000,2,8,1523059239,47.4879,-122.152,475000,2180,600,2780,2640,3583,3850,0,0,2005,0,98059
2.5,4,3,20141125T000000,2,8,7967000270,47.3511,-122.275,353000,1912,0,1912,2020,5000,5000,0,0,2012,0,98001
2.5,4,3,20150225T000000,2,8,7137800310,47.2793,-122.352,329950,2300,0,2300,1200,9690,9085,0,0,2006,0,98023
2.5,3,3,20150313T000000,2,8,2211300260,47.382,-122.197,367000,2828,0,2828,2513,4050,4507,0,0,2013,0,98030
2.5,4,3,20140905T000000,2,9,8956200070,47.3003,-122.263,447500,2425,0,2425,2725,9017,7019,0,0,2013,0,98001
3.25,4,3,20140709T000000,2,9,1257201420,47.6725,-122.33,595000,2760,970,3730,1800,4560,4560,0,0,2015,0,98103
1,1,3,20140904T000000,1,7,1523300140,47.5943,-122.299,325000,730,0,730,1020,1942,2044,0,0,2009,0,98144
2.5,2,3,20150203T000000,3,9,9831200186,47.6264,-122.323,690000,1780,210,1990,1955,1756,1438,0,0,2005,0,98102
2.5,3,3,20141111T000000,2,8,7660100238,47.5893,-122.317,329950,880,420,1300,1300,812,824,0,0,2008,0,98144
2.5,4,3,20150128T000000,2,8,5381000477,47.4467,-122.287,399500,2560,0,2560,1260,7492,11541,0,0,2014,0,98188
2.5,5,3,20150121T000000,2,8,0207700180,47.7724,-122.168,555000,2450,0,2450,2450,5047,4478,0,0,2007,0,98011
1.5,2,3,20141001T000000,2,8,5288200072,47.5607,-122.378,427000,1100,340,1440,1440,725,4255,0,0,2011,0,98126
2.25,3,3,20141020T000000,3,8,9524100322,47.6947,-122.342,375000,1140,0,1140,1140,1557,1245,0,0,2007,0,98103
1.5,2,3,20140508T000000,2,8,1732800184,47.6319,-122.362,499000,930,180,1110,1680,957,1104,0,0,2005,0,98119
2.5,3,3,20140718T000000,2,8,1425069103,47.655,-122.009,750000,2620,0,2620,2620,43832,120686,0,0,2013,0,98053
2.5,3,3,20141229T000000,2,8,8165500790,47.5388,-122.367,336900,1410,280,1690,1740,1200,1664,0,0,2014,0,98106
2.75,2,3,20140919T000000,3,8,7658600081,47.5925,-122.302,555000,1950,0,1950,910,1610,1745,0,0,2009,0,98144
3.5,4,3,20141106T000000,2,10,1245003268,47.6847,-122.2,1.275e+006,3530,0,3530,2660,8126,8126,0,0,2007,0,98033
3.5,4,3,20141014T000000,2,9,8010100220,47.579,-122.389,999950,2290,1020,3310,1850,4684,4750,0,0,2014,0,98116
3,5,3,20140625T000000,2,10,7974200452,47.6804,-122.288,975000,2620,0,2620,1680,5477,5217,0,0,2009,0,98115
2.25,3,3,20150219T000000,2,8,8943600360,47.4214,-122.191,299000,1350,0,1350,1940,3582,3860,0,0,2010,0,98031
2.5,2,3,20150417T000000,2,8,3026059361,47.7043,-122.209,479000,1446,295,1741,2090,1439,10454,0,0,2007,0,98034
2.5,3,3,20150417T000000,3,8,6130500120,47.7108,-122.333,428000,1650,0,1650,1650,2201,1965,0,0,2007,0,98133
2.5,3,3,20140829T000000,2,7,3575305485,47.6225,-122.058,409000,1890,0,1890,2340,6500,7500,0,0,2012,0,98074
3,3,3,20150326T000000,3,9,0666000142,47.6078,-122.202,798500,1610,340,1950,2040,1833,2131,0,0,2009,0,98004
3.5,4,3,20141212T000000,2,9,7853280620,47.5389,-121.86,689000,3390,1100,4490,4410,5805,6299,0,0,2006,0,98065
2.25,6,3,20140508T000000,2,7,8946390040,47.369,-122.287,375000,3206,0,3206,2527,5793,5804,0,0,2012,0,98032
3.5,4,3,20140717T000000,2,10,5416300230,47.3229,-122.045,775000,4130,0,4130,4130,77832,87476,2,0,2011,0,98042
3,5,3,20141014T000000,2,8,1604730150,47.4969,-122.145,639983,2800,0,2800,2910,5700,5349,0,0,2014,0,98059
3,4,3,20150326T000000,2,7,8669180150,47.3514,-122.213,300000,1984,0,1984,2440,4419,4418,0,0,2010,0,98002
2.5,4,3,20141222T000000,2,9,1081330180,47.4698,-122.121,627000,2750,0,2750,2310,11830,11830,0,0,2014,0,98059
2.75,3,3,20150415T000000,1,7,2309710230,47.1941,-121.979,275000,1740,0,1740,2380,5757,5647,0,0,2010,0,98022
2.25,4,3,20140926T000000,2,8,2895800610,47.5167,-122.346,352800,1800,0,1800,1650,2752,2752,0,0,2014,0,98106
2.25,3,3,20150312T000000,3,8,3362400092,47.6828,-122.346,565000,1540,0,1540,1510,1005,1501,0,0,2008,0,98103
2.25,4,3,20150414T000000,2,9,3052700385,47.679,-122.375,765000,1610,420,2030,1420,2222,2222,0,0,2015,0,98117
2.5,4,3,20150409T000000,2,9,2738640040,47.773,-122.161,644000,3310,0,3310,3240,4839,5280,0,0,2007,0,98072
1.5,3,3,20150223T000000,3,8,8024200674,47.6988,-122.317,461000,1270,0,1270,1270,1416,1413,0,0,2007,0,98115
2.5,5,3,20141223T000000,2,8,3353400092,47.2615,-122.252,270500,2406,0,2406,1767,7093,7093,0,0,2006,0,98001
2.25,2,3,20140701T000000,3,9,6003500749,47.6181,-122.318,640000,1540,0,1540,1410,965,964,0,0,2007,0,98122
2.5,4,3,20140805T000000,2,9,8956200530,47.2958,-122.265,457000,2820,0,2820,2597,6983,7222,0,0,2013,0,98001
2.5,5,3,20141201T000000,2,7,0133000271,47.5123,-122.316,355000,2540,0,2540,1400,5100,9440,0,0,2014,0,98168
2.25,2,3,20141215T000000,3,8,6749700063,47.6975,-122.348,356000,1230,0,1230,1230,989,1223,0,0,2007,0,98103
2.5,4,3,20140805T000000,2,8,3278613060,47.543,-122.368,425000,1900,0,1900,1900,2766,2604,0,0,2014,0,98106
2.75,5,3,20140923T000000,2,8,7708200880,47.4935,-122.145,562500,2920,0,2920,2520,6327,5026,0,0,2007,0,98059
2.5,3,3,20140701T000000,2,8,2767600673,47.6754,-122.374,460000,940,510,1450,1410,1053,1080,0,0,2008,0,98107
3,4,3,20150406T000000,2,10,7299810040,47.3166,-122.046,790000,3500,1870,5370,4443,69848,94403,0,0,2005,0,98042
2,3,3,20150318T000000,3,8,0993000308,47.6933,-122.342,401000,1270,0,1270,1330,1333,1333,0,0,2006,0,98103
2.5,3,3,20140828T000000,2,9,3364900040,47.6757,-122.326,1.095e+006,2550,0,2550,1250,5100,4080,0,0,2014,0,98115
3,4,3,20150403T000000,2,9,9578090180,47.7079,-122.107,850000,3070,0,3070,3200,7150,6984,0,0,2007,0,98052
2.25,3,3,20140702T000000,2,7,9542840120,47.367,-122.019,274500,1450,0,1450,1660,4050,3800,0,0,2010,0,98038
3.5,5,3,20150415T000000,2,10,3860900035,47.5933,-122.199,1.94e+006,4230,0,4230,3000,16526,12362,0,0,2008,0,98004
2.5,4,3,20140804T000000,2,9,7202300040,47.6857,-122.045,808000,3480,0,3480,3490,6262,6629,0,0,2003,0,98053
2.25,3,3,20140515T000000,2,7,1773100972,47.5567,-122.363,312000,1220,270,1490,1490,974,1283,0,0,2009,0,98106
2.25,3,3,20140616T000000,3,8,3626039424,47.7046,-122.357,320000,1200,0,1200,1370,1400,6552,0,0,2005,0,98133
2.5,3,3,20150113T000000,2,8,3175200220,47.7373,-121.969,410000,2150,0,2150,2140,4332,4332,0,0,2013,0,98019
3.5,3,3,20140620T000000,2,10,7852120120,47.5402,-121.876,725000,3690,0,3690,3690,8837,9585,0,0,2001,0,98065
2.5,4,3,20141015T000000,2,7,7813500040,47.489,-122.249,335000,1900,0,1900,1960,3301,3379,0,0,2007,0,98178
3.25,4,3,20150120T000000,2,8,7242800040,47.678,-122.117,519990,1320,370,1690,3080,1321,4558,0,0,2014,0,98052
2.75,4,3,20140610T000000,2,8,1442880650,47.4842,-121.772,533112,2790,0,2790,2790,8853,8092,0,0,2013,0,98045
2,3,3,20141028T000000,2,7,3355400242,47.2602,-122.246,274900,1936,0,1936,1620,6612,21600,0,0,2014,0,98001
2.25,2,3,20141222T000000,2,7,8562780540,47.5323,-122.07,325000,1150,0,1150,1150,711,748,0,0,2013,0,98027
2.5,4,3,20140529T000000,2,7,0923049203,47.4991,-122.299,350000,2040,0,2040,2020,22653,20502,0,0,2011,0,98168
